,Name,Age,Status,Family_size,Location,Budget,Age category,LD_CD,Model
1316,CUS3431,46,Married,3,Mississippi,30000,40-60,LD,CLA250 4MATIC Coupe
1317,CUS3434,35,Single,2,South Dakota,60000,20-40,LD,AMG SLC43 Roadster
1318,CUS3435,20,Single,2,Oklahoma,220000,20-40,LD,AMG SL65 Roadster
1319,CUS3436,54,Married,5,Arkansas,100000,40-60,CD,AMG GLE63 SUV
1320,CUS3442,28,Married,5,Wyoming,30000,20-40,LD,GLA 4MATIC SUV
1321,CUS3446,39,Married,2,Massachusetts,50000,20-40,LD,C300 4MATIC Cabriolet
1322,CUS3450,29,Married,5,Arkansas,220000,20-40,CD,AMG G65 SUV
1323,CUS3457,55,Single,2,Wyoming,90000,40-60,LD,SL 450 Roadster
1324,CUS3458,34,Married,3,Maine,240000,20-40,LD,AMG S65 Coupe
1325,CUS3459,26,Married,5,Wyoming,30000,20-40,LD,GLA 4MATIC SUV
1326,CUS3460,60,Married,3,Maryland,110000,>60,LD,AMG CLS63 S Coupe
1327,CUS3461,24,Married,6,Tennessee,110000,20-40,LD,AMG GLE63 S SUV
1328,CUS3462,60,Married,6,Illinois,40000,>60,LD,GLC300 4MATIC SUV
1329,CUS3465,58,Single,5,South Carolina,70000,40-60,LD,GLS450 SUV
1330,CUS3466,52,Married,2,West Virginia,250000,40-60,LD,AMG S65 Cabriolet
1331,CUS3467,50,Single,3,Colorado,60000,40-60,CD,E550 Coupe
1332,CUS3470,37,Married,5,Oklahoma,220000,20-40,LD,AMG G65 SUV
1333,CUS3471,44,Married,4,Nevada,140000,40-60,LD,AMG S63 Sedan
1334,CUS3480,18,Single,5,Delaware,40000,<20,CD,GLC300 SUV
1335,CUS3483,53,Married,4,Oregon,100000,40-60,LD,S550 4MATIC Sedan
1336,CUS3484,38,Single,3,Alabama,160000,20-40,CD,AMG S63 Coupe
1337,CUS3485,56,Single,6,Oregon,50000,40-60,LD,GLE 350e 4MATIC SUV
1338,CUS3486,28,Married,5,North Carolina,70000,20-40,LD,AMG GLE43 SUV
1339,CUS3492,42,Married,4,Northern Mariana Islands,230000,40-60,LD,AMG S65 Sedan
1340,CUS3493,25,Married,3,Georgia,130000,20-40,LD,AMG GT S
1341,CUS3495,59,Married,3,Northern Mariana Islands,50000,40-60,LD,GLC300 4MATIC Coupe
1342,CUS3498,30,Single,2,Massachusetts,220000,20-40,LD,AMG SL65 Roadster
1343,CUS3499,63,Single,4,South Carolina,40000,>60,LD,C300 4MATIC SEDAN
1344,CUS3502,25,Single,6,Maryland,70000,20-40,LD,AMG GLE43 SUV
1345,CUS3504,48,Single,4,Hawaii,50000,40-60,LD,E300 4MATIC Sedan
1346,CUS3507,43,Married,2,Massachusetts,180000,40-60,LD,AMG S63 Cabriolet
1347,CUS3508,64,Married,5,Nevada,50000,>60,LD,GLE 350e 4MATIC SUV
1348,CUS3513,52,Married,3,Michigan,70000,40-60,LD,CLS550 Coupe
1349,CUS3517,33,Single,3,District of Columbia,130000,20-40,CD,AMG GT S
1350,CUS3518,32,Married,4,Vermont,70000,20-40,LD,AMG C63 S Sedan
1351,CUS3522,22,Married,5,Connecticut,220000,20-40,CD,AMG G65 SUV
1352,CUS3524,57,Single,6,Montana,90000,40-60,LD,GLS550 SUV
1353,CUS3525,39,Single,6,Maine,110000,20-40,LD,AMG GLE63 S SUV
1354,CUS3526,61,Married,3,Louisiana,120000,>60,LD,S550 4MATIC Coupe
1355,CUS3528,33,Married,2,Hawaii,80000,20-40,LD,AMG C63 S Cabriolet
1356,CUS3531,57,Married,4,Pennsylvania,190000,40-60,LD,Mercedes-Maybach S600 Sedan
1357,CUS3535,37,Married,6,Texas,120000,20-40,LD,AMG GLS63 SUV
1358,CUS3536,21,Married,4,American Samoa,140000,20-40,CD,AMG S63 Sedan
1359,CUS3539,51,Single,4,Connecticut,100000,40-60,CD,S550 Sedan
1360,CUS3540,19,Single,4,American Samoa,230000,<20,CD,AMG S65 Sedan
1361,CUS3542,20,Single,4,Mississippi,230000,20-40,LD,AMG S65 Sedan
1362,CUS3543,60,Married,5,Missouri,110000,>60,LD,AMG GLE63 S SUV
1363,CUS3544,35,Married,3,Idaho,50000,20-40,LD,GLC300 4MATIC Coupe
1364,CUS3547,44,Single,6,Delaware,90000,40-60,CD,GLS550 SUV
1365,CUS3548,24,Single,3,Vermont,70000,20-40,LD,2016 CLS400 4MATIC Coupe
1366,CUS3549,29,Single,5,Massachusetts,70000,20-40,LD,AMG GLE43 SUV
1367,CUS3551,33,Married,2,Connecticut,60000,20-40,CD,AMG C43 Cabriolet
1368,CUS3554,55,Married,6,Kentucky,30000,40-60,LD,GLA 4MATIC SUV
1369,CUS3556,20,Married,2,Kansas,70000,20-40,LD,AMG C63 Cabriolet
1370,CUS3557,47,Married,5,Guam,100000,40-60,LD,AMG GLE63 SUV
1371,CUS3559,53,Single,4,Kentucky,230000,40-60,LD,AMG S65 Sedan
1372,CUS3560,61,Married,2,Oklahoma,250000,>60,LD,AMG S65 Cabriolet
1373,CUS3561,45,Married,4,Maryland,230000,40-60,LD,AMG S65 Sedan
1374,CUS3562,52,Married,6,Michigan,50000,40-60,LD,GLE 350e 4MATIC SUV
1375,CUS3564,24,Married,2,Mississippi,130000,20-40,LD,S550 Cabriolet
1376,CUS3572,23,Single,3,Tennessee,70000,20-40,LD,2016 CLS400 4MATIC Coupe
1377,CUS3577,64,Married,3,South Dakota,110000,>60,LD,AMG GLC63 S Coupe
1378,CUS3578,63,Married,4,Arkansas,230000,>60,CD,AMG S65 Sedan
1379,CUS3580,61,Married,3,Guam,110000,>60,LD,AMG GLC63 S Coupe
1380,CUS3581,25,Married,4,Vermont,230000,20-40,LD,AMG S65 Sedan
1381,CUS3584,43,Married,6,Vermont,40000,40-60,LD,GLC300 4MATIC SUV
1382,CUS3586,23,Married,5,Mississippi,50000,20-40,LD,GLE 350e 4MATIC SUV
1383,CUS3588,42,Single,6,Illinois,120000,40-60,LD,G550 SUV
1384,CUS3593,18,Married,2,Texas,180000,<20,LD,AMG S63 Cabriolet
1385,CUS3595,60,Single,4,Missouri,190000,>60,LD,Mercedes-Maybach S600 Sedan
1386,CUS3599,26,Married,3,Guam,60000,20-40,LD,AMG GLC43 Coupe
1387,CUS3600,24,Single,6,Maine,120000,20-40,LD,AMG GLS63 SUV
1388,CUS3601,27,Married,5,Louisiana,220000,20-40,LD,AMG G65 SUV
1389,CUS3603,49,Married,3,Texas,30000,40-60,LD,CLA250 4MATIC Coupe
1390,CUS3604,25,Married,2,Alabama,250000,20-40,CD,AMG S65 Cabriolet
1391,CUS3605,42,Single,6,Oklahoma,50000,40-60,LD,GLE 350e 4MATIC SUV
1392,CUS3606,54,Single,6,Michigan,40000,40-60,LD,GLC300 4MATIC SUV
1393,CUS3611,36,Single,2,Arkansas,90000,20-40,CD,SL 450 Roadster
1394,CUS3612,64,Married,3,Montana,240000,>60,LD,AMG S65 Coupe
1395,CUS3613,40,Married,2,Utah,130000,40-60,LD,S550 Cabriolet
1396,CUS3614,45,Single,6,Montana,70000,40-60,LD,GLS450 SUV
1397,CUS3615,47,Married,3,Alaska,160000,40-60,CD,AMG S63 Coupe
1398,CUS3617,31,Single,2,Northern Mariana Islands,220000,20-40,LD,AMG SL65 Roadster
1399,CUS3622,22,Single,6,Tennessee,220000,20-40,LD,AMG G65 SUV
1400,CUS3624,30,Single,6,South Carolina,220000,20-40,LD,AMG G65 SUV
1401,CUS3628,64,Married,3,Oklahoma,50000,>60,LD,GLC300 4MATIC Coupe
1402,CUS3629,27,Married,3,Hawaii,60000,20-40,LD,AMG GLC43 Coupe
1403,CUS3631,27,Married,5,United States Virgin Islands,40000,20-40,LD,GLC300 4MATIC SUV
1404,CUS3633,61,Single,5,Louisiana,50000,>60,LD,GLE 350e 4MATIC SUV
1405,CUS3635,50,Single,5,Puerto Rico,140000,40-60,LD,AMG G63 SUV
1406,CUS3637,44,Married,4,Georgia,100000,40-60,LD,S550 4MATIC Sedan
1407,CUS3638,54,Married,3,Nevada,50000,40-60,LD,GLC300 4MATIC Coupe
1408,CUS3640,38,Single,6,Northern Mariana Islands,120000,20-40,LD,AMG GLS63 SUV
1409,CUS3643,28,Single,5,Kentucky,70000,20-40,LD,AMG GLE43 SUV
1410,CUS3645,38,Single,5,American Samoa,120000,20-40,CD,AMG GLS63 SUV
1411,CUS3646,36,Single,4,Rhode Island,100000,20-40,LD,S550 4MATIC Sedan
1412,CUS3647,59,Married,2,Arizona,180000,40-60,CD,AMG S63 Cabriolet
1413,CUS3650,65,Married,6,Rhode Island,40000,>60,LD,GLC300 4MATIC SUV
1414,CUS3653,33,Single,5,Oregon,50000,20-40,LD,GLE 350e 4MATIC SUV
1415,CUS3656,64,Married,4,American Samoa,50000,>60,CD,E300 Sedan
1416,CUS3673,30,Married,5,Massachusetts,30000,20-40,LD,GLA 4MATIC SUV
1417,CUS3675,37,Single,4,California,190000,20-40,CD,Mercedes-Maybach S600 Sedan
1418,CUS3678,43,Married,4,South Dakota,40000,40-60,LD,C300 4MATIC SEDAN
1419,CUS3679,50,Married,6,South Dakota,70000,40-60,LD,GLS450 SUV
1420,CUS3685,25,Single,2,Rhode Island,220000,20-40,LD,AMG SL65 Roadster
1421,CUS3689,34,Single,5,Rhode Island,50000,20-40,LD,GLE 350e 4MATIC SUV
1422,CUS3694,54,Single,3,Colorado,120000,40-60,CD,S550 4MATIC Coupe
1423,CUS3695,64,Married,5,Nevada,30000,>60,LD,GLA 4MATIC SUV
1424,CUS3697,48,Married,3,Minnesota,60000,40-60,LD,E400 Cabriolet
1425,CUS3700,23,Single,4,Arizona,140000,20-40,CD,AMG S63 Sedan
1426,CUS3703,25,Married,3,Connecticut,50000,20-40,CD,AMG CLA45 Coupe
1427,CUS3704,56,Married,6,Minnesota,40000,40-60,LD,GLC300 4MATIC SUV
1428,CUS3707,36,Single,2,Georgia,90000,20-40,LD,SL 450 Roadster
1429,CUS3721,45,Married,6,Hawaii,100000,40-60,LD,AMG GLE63 SUV
1430,CUS3722,40,Single,5,Utah,30000,40-60,LD,GLA 4MATIC SUV
1431,CUS3724,29,Married,2,Alabama,70000,20-40,CD,AMG C63 Cabriolet
1432,CUS3728,21,Married,3,Montana,70000,20-40,LD,2016 CLS400 4MATIC Coupe
1433,CUS3729,34,Married,5,California,90000,20-40,CD,GLS550 SUV
1434,CUS3730,61,Married,6,Rhode Island,140000,>60,LD,AMG G63 SUV
1435,CUS3734,24,Single,3,Massachusetts,130000,20-40,LD,AMG GT S
1436,CUS3737,62,Single,4,Northern Mariana Islands,50000,>60,LD,E300 4MATIC Sedan
1437,CUS3742,40,Single,5,Kansas,50000,40-60,LD,GLE 350e 4MATIC SUV
1438,CUS3743,57,Married,5,Guam,40000,40-60,LD,GLC300 4MATIC SUV
1439,CUS3744,20,Single,5,Guam,40000,20-40,LD,GLC300 4MATIC SUV
1440,CUS3748,52,Single,5,Rhode Island,120000,40-60,LD,G550 SUV
1441,CUS3751,18,Single,2,American Samoa,90000,<20,CD,SL 450 Roadster
1442,CUS3755,54,Single,2,United States Virgin Islands,50000,40-60,LD,SLC 300 Roadster
1443,CUS3763,38,Single,2,American Samoa,150000,20-40,CD,AMG SL63Roadster
1444,CUS3764,36,Single,3,Mississippi,40000,20-40,LD,C300 4MATIC Coupe
1445,CUS3767,32,Single,4,New Mexico,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
1446,CUS3774,26,Single,3,Illinois,60000,20-40,LD,AMG GLC43 Coupe
1447,CUS3777,38,Single,4,Virginia,100000,20-40,LD,S550 4MATIC Sedan
1448,CUS3780,32,Single,6,Florida,120000,20-40,LD,AMG GLS63 SUV
1449,CUS3784,18,Single,5,North Dakota,100000,<20,LD,AMG GLE63 SUV
1450,CUS3788,43,Single,4,North Dakota,140000,40-60,LD,AMG S63 Sedan
1451,CUS3790,38,Married,5,Connecticut,220000,20-40,CD,AMG G65 SUV
1452,CUS3791,18,Married,6,District of Columbia,120000,<20,CD,AMG GLS63 SUV
1453,CUS3792,35,Married,5,Louisiana,30000,20-40,LD,GLA 4MATIC SUV
1454,CUS3795,22,Married,3,Vermont,130000,20-40,LD,AMG GT S
1455,CUS3799,35,Married,6,New York,220000,20-40,LD,AMG G65 SUV
1456,CUS3801,20,Married,4,Indiana,140000,20-40,LD,AMG S63 Sedan
1457,CUS3808,64,Single,2,Pennsylvania,110000,>60,LD,SL 550 Roadster
1458,CUS3810,37,Married,5,North Dakota,90000,20-40,LD,GLS550 SUV
1459,CUS3811,57,Married,4,New Mexico,230000,40-60,LD,AMG S65 Sedan
1460,CUS3813,40,Married,3,West Virginia,80000,40-60,LD,2016 CLS550 4MATIC Coupe
1461,CUS3817,36,Married,4,Nevada,140000,20-40,LD,AMG S63 Sedan
1462,CUS3818,18,Married,5,Louisiana,90000,<20,LD,GLS550 SUV
1463,CUS3821,38,Married,6,Illinois,140000,20-40,LD,AMG G63 SUV
1464,CUS3826,53,Married,3,Colorado,60000,40-60,CD,E400 Cabriolet
1465,CUS3827,46,Married,2,Louisiana,50000,40-60,LD,C300 4MATIC Cabriolet
1466,CUS3829,25,Single,3,Virginia,60000,20-40,LD,AMG GLC43 Coupe
1467,CUS3833,41,Single,6,Indiana,70000,40-60,LD,GLS450 SUV
1468,CUS3834,59,Married,2,Florida,50000,40-60,LD,C300 4MATIC Cabriolet
1469,CUS3837,42,Married,3,Iowa,40000,40-60,LD,C300 4MATIC Coupe
1470,CUS3839,27,Single,2,New Hampshire,50000,20-40,LD,SLC 300 Roadster
1471,CUS3842,44,Single,2,Wisconsin,60000,40-60,LD,AMG SLC43 Roadster
1472,CUS3849,52,Single,6,Maine,120000,40-60,LD,G550 SUV
1473,CUS3850,31,Married,6,Illinois,110000,20-40,LD,AMG GLE63 S SUV
1474,CUS3852,23,Single,5,Northern Mariana Islands,30000,20-40,LD,GLA 4MATIC SUV
1475,CUS3853,63,Married,6,New Hampshire,50000,>60,LD,GLE 350e 4MATIC SUV
1476,CUS3856,19,Married,6,Iowa,70000,<20,LD,AMG GLE43 SUV
1477,CUS3860,49,Married,3,Washington,70000,40-60,LD,CLS550 Coupe
1478,CUS3863,18,Single,3,Minnesota,240000,<20,LD,AMG S65 Coupe
1479,CUS3864,34,Married,6,District of Columbia,90000,20-40,CD,GLS550 SUV
1480,CUS3865,61,Married,3,North Carolina,110000,>60,LD,AMG GLC63 S Coupe
1481,CUS3868,48,Married,3,Michigan,40000,40-60,LD,C300 4MATIC Coupe
1482,CUS3870,45,Single,2,New York,60000,40-60,LD,AMG SLC43 Roadster
1483,CUS3873,59,Married,3,North Dakota,160000,40-60,LD,AMG S63 Coupe
1484,CUS3876,35,Single,6,Georgia,50000,20-40,LD,GLE 350e 4MATIC SUV
1485,CUS3879,19,Married,4,Vermont,170000,<20,LD,Mercedes-Maybach S550 4MATIC Sedan
1486,CUS3880,21,Married,3,Northern Mariana Islands,50000,20-40,LD,GLC300 4MATIC Coupe
1487,CUS3881,61,Single,4,South Dakota,70000,>60,LD,AMG E43 Sedan
1488,CUS3883,47,Married,6,Texas,220000,40-60,LD,AMG G65 SUV
1489,CUS3886,60,Married,5,Puerto Rico,140000,>60,LD,AMG G63 SUV
1490,CUS3889,26,Married,5,California,120000,20-40,CD,AMG GLS63 SUV
1491,CUS3892,36,Married,5,Florida,50000,20-40,LD,GLE 350e 4MATIC SUV
1492,CUS3893,23,Married,3,Alabama,160000,20-40,CD,AMG S63 Coupe
1493,CUS3897,19,Single,4,Hawaii,190000,<20,LD,Mercedes-Maybach S600 Sedan
1494,CUS3901,51,Single,6,Mississippi,40000,40-60,LD,GLC300 4MATIC SUV
1495,CUS3902,20,Married,3,Virginia,60000,20-40,LD,AMG GLC43 Coupe
1496,CUS3903,27,Single,5,Maryland,100000,20-40,LD,AMG GLE63 SUV
1497,CUS3915,32,Married,3,New Mexico,120000,20-40,LD,S550 4MATIC Coupe
1498,CUS3916,41,Single,5,Kansas,50000,40-60,LD,GLE 350e 4MATIC SUV
1499,CUS3919,22,Married,4,Utah,60000,20-40,LD,E400 4MATIC WAGON
1500,CUS3928,31,Married,5,Hawaii,110000,20-40,LD,AMG GLE63 S SUV
1501,CUS3930,50,Married,4,District of Columbia,140000,40-60,CD,AMG S63 Sedan
1502,CUS3933,62,Single,5,Oregon,110000,>60,LD,AMG GLE63 S SUV
1503,CUS3936,22,Married,6,New York,50000,20-40,LD,GLE 350e 4MATIC SUV
1504,CUS3938,27,Single,2,Louisiana,220000,20-40,LD,AMG SL65 Roadster
1505,CUS3939,24,Single,4,Indiana,70000,20-40,LD,AMG C63 S Sedan
1506,CUS3940,24,Single,4,Connecticut,60000,20-40,CD,E400 4MATIC WAGON
1507,CUS3944,35,Married,2,North Dakota,80000,20-40,LD,AMG C63 S Cabriolet
1508,CUS3945,25,Married,4,Nevada,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
1509,CUS3946,23,Married,4,New Jersey,70000,20-40,LD,AMG C63 S Sedan
1510,CUS3947,36,Single,4,Ohio,100000,20-40,LD,S550 4MATIC Sedan
1511,CUS3949,64,Single,3,Hawaii,30000,>60,LD,CLA250 4MATIC Coupe
1512,CUS3955,64,Married,3,Texas,110000,>60,LD,AMG GLC63 S Coupe
1513,CUS3958,35,Married,6,Alabama,110000,20-40,CD,AMG GLE63 S SUV
1514,CUS3960,26,Single,6,Pennsylvania,40000,20-40,LD,GLC300 4MATIC SUV
1515,CUS3962,38,Married,2,Utah,130000,20-40,LD,S550 Cabriolet
1516,CUS3967,21,Married,4,Arkansas,100000,20-40,CD,S550 Sedan
1517,CUS3968,57,Married,4,New Hampshire,140000,40-60,LD,AMG S63 Sedan
1518,CUS3973,63,Single,3,Arizona,70000,>60,CD,AMG GLC43 Coupe
1519,CUS3974,39,Married,4,Rhode Island,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
1520,CUS3979,45,Married,4,Illinois,70000,40-60,LD,AMG C63 Sedan
1521,CUS3980,36,Single,6,West Virginia,30000,20-40,LD,GLA 4MATIC SUV
1522,CUS3983,54,Single,4,Hawaii,50000,40-60,LD,E300 4MATIC Sedan
1523,CUS3984,34,Married,4,Texas,100000,20-40,LD,S550 4MATIC Sedan
1524,CUS3985,24,Single,6,Mississippi,100000,20-40,LD,AMG GLE63 SUV
1525,CUS3986,54,Married,2,Colorado,50000,40-60,CD,C300 Cabriolet
1526,CUS3987,37,Single,4,Colorado,190000,20-40,CD,Mercedes-Maybach S600 Sedan
1527,CUS3990,26,Married,2,Massachusetts,180000,20-40,LD,AMG S63 Cabriolet
1528,CUS3996,58,Single,3,Nevada,160000,40-60,LD,AMG S63 Coupe
1529,CUS3997,20,Single,2,Washington,90000,20-40,LD,SL 450 Roadster
1530,CUS4000,59,Married,6,Nebraska,90000,40-60,LD,GLS550 SUV
1531,CUS4002,28,Married,5,Vermont,90000,20-40,LD,GLS550 SUV
1532,CUS4008,46,Married,2,Louisiana,130000,40-60,LD,S550 Cabriolet
1533,CUS4009,65,Married,5,United States Virgin Islands,30000,>60,LD,GLA 4MATIC SUV
1534,CUS4011,39,Married,6,Arizona,140000,20-40,CD,AMG G63 SUV
1535,CUS4012,58,Married,5,Illinois,50000,40-60,LD,GLE 350e 4MATIC SUV
1536,CUS4014,48,Married,4,Idaho,140000,40-60,LD,AMG S63 Sedan
1537,CUS4018,64,Single,5,Ohio,100000,>60,LD,AMG GLE63 SUV
1538,CUS4022,48,Single,3,North Carolina,60000,40-60,LD,E550 Coupe
1539,CUS4024,32,Married,6,North Carolina,30000,20-40,LD,GLA 4MATIC SUV
1540,CUS4029,62,Single,4,Louisiana,40000,>60,LD,C300 4MATIC SEDAN
1541,CUS4030,60,Married,3,West Virginia,30000,>60,LD,CLA250 4MATIC Coupe
1542,CUS4032,27,Married,6,Wisconsin,100000,20-40,LD,AMG GLE63 SUV
1543,CUS4033,36,Married,3,Maine,40000,20-40,LD,C300 4MATIC Coupe
1544,CUS4038,45,Married,3,Nebraska,60000,40-60,LD,E400 Cabriolet
1545,CUS4041,48,Married,6,Oklahoma,50000,40-60,LD,GLE 350e 4MATIC SUV
1546,CUS4042,36,Single,2,Rhode Island,50000,20-40,LD,SLC 300 Roadster
1547,CUS4044,60,Married,3,California,110000,>60,CD,AMG CLS63 S Coupe
1548,CUS4049,25,Married,3,New Hampshire,70000,20-40,LD,2016 CLS400 4MATIC Coupe
1549,CUS4057,64,Single,5,South Dakota,140000,>60,LD,AMG G63 SUV
1550,CUS4060,41,Married,2,Montana,180000,40-60,LD,AMG S63 Cabriolet
1551,CUS4061,50,Married,3,Indiana,240000,40-60,LD,AMG S65 Coupe
1552,CUS4063,31,Married,4,Nebraska,60000,20-40,LD,E400 4MATIC WAGON
1553,CUS4067,21,Married,6,Colorado,140000,20-40,CD,AMG G63 SUV
1554,CUS4069,26,Married,4,Kentucky,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
1555,CUS4072,58,Single,5,Maryland,40000,40-60,LD,GLC300 4MATIC SUV
1556,CUS4073,53,Married,3,Maine,50000,40-60,LD,GLC300 4MATIC Coupe
1557,CUS4074,35,Single,3,Washington,60000,20-40,LD,AMG GLC43 Coupe
1558,CUS4076,41,Single,3,Illinois,30000,40-60,LD,CLA250 4MATIC Coupe
1559,CUS4083,44,Single,5,Vermont,70000,40-60,LD,GLS450 SUV
1560,CUS4084,22,Married,5,Ohio,90000,20-40,LD,GLS550 SUV
1561,CUS4087,61,Single,4,Connecticut,190000,>60,CD,Mercedes-Maybach S600 Sedan
1562,CUS4088,63,Single,5,United States Virgin Islands,220000,>60,LD,AMG G65 SUV
1563,CUS4091,51,Married,3,Puerto Rico,80000,40-60,LD,2016 CLS550 4MATIC Coupe
1564,CUS4094,45,Single,2,Alaska,60000,40-60,CD,AMG SLC43 Roadster
1565,CUS4098,43,Married,3,West Virginia,80000,40-60,LD,2016 CLS550 4MATIC Coupe
1566,CUS4104,40,Single,5,Colorado,110000,40-60,CD,AMG GLE63 S SUV
1567,CUS4105,20,Married,5,Illinois,70000,20-40,LD,AMG GLE43 SUV
1568,CUS4107,26,Married,3,Oklahoma,50000,20-40,LD,GLC300 4MATIC Coupe
1569,CUS4110,24,Married,6,Florida,110000,20-40,LD,AMG GLE63 S SUV
1570,CUS4111,62,Single,2,Mississippi,220000,>60,LD,AMG SL65 Roadster
1571,CUS4117,44,Married,4,Wisconsin,70000,40-60,LD,AMG C63 Sedan
1572,CUS4118,51,Married,4,Indiana,170000,40-60,LD,Mercedes-Maybach S550 4MATIC Sedan
1573,CUS4122,27,Married,6,Wyoming,120000,20-40,LD,AMG GLS63 SUV
1574,CUS4124,20,Single,5,South Carolina,90000,20-40,LD,GLS550 SUV
1575,CUS4125,55,Single,4,Louisiana,140000,40-60,LD,AMG S63 Sedan
1576,CUS4126,33,Single,3,Utah,130000,20-40,LD,AMG GT S
1577,CUS4127,19,Single,6,Maryland,90000,<20,LD,GLS550 SUV
1578,CUS4128,32,Single,5,Louisiana,120000,20-40,LD,AMG GLS63 SUV
1579,CUS4130,28,Married,6,Rhode Island,220000,20-40,LD,AMG G65 SUV
1580,CUS4133,62,Single,3,Arkansas,60000,>60,CD,E550 Coupe
1581,CUS4135,50,Single,5,Iowa,90000,40-60,LD,GLS550 SUV
1582,CUS4137,33,Single,3,Illinois,70000,20-40,LD,2016 CLS400 4MATIC Coupe
1583,CUS4145,43,Single,6,Iowa,70000,40-60,LD,GLS450 SUV
1584,CUS4147,18,Married,3,Oklahoma,30000,<20,LD,CLA250 4MATIC Coupe
1585,CUS4148,46,Married,3,Virginia,30000,40-60,LD,CLA250 4MATIC Coupe
1586,CUS4150,42,Married,5,Alaska,70000,40-60,CD,GLS450 SUV
1587,CUS4151,53,Single,3,New Hampshire,50000,40-60,LD,GLC300 4MATIC Coupe
1588,CUS4153,42,Married,3,Utah,80000,40-60,LD,2016 CLS550 4MATIC Coupe
1589,CUS4158,51,Single,3,Vermont,60000,40-60,LD,E550 Coupe
1590,CUS4159,54,Single,5,New Hampshire,70000,40-60,LD,GLS450 SUV
1591,CUS4160,65,Married,3,Oregon,50000,>60,LD,GLC300 4MATIC Coupe
1592,CUS4165,26,Single,4,Illinois,60000,20-40,LD,E400 4MATIC WAGON
1593,CUS4172,61,Single,5,Arizona,90000,>60,CD,GLS550 SUV
1594,CUS4173,21,Single,6,Nevada,90000,20-40,LD,GLS550 SUV
1595,CUS4175,64,Married,4,United States Virgin Islands,170000,>60,LD,Mercedes-Maybach S550 4MATIC Sedan
1596,CUS4176,40,Married,4,Alabama,190000,40-60,CD,Mercedes-Maybach S600 Sedan
1597,CUS4179,23,Married,3,California,160000,20-40,CD,AMG S63 Coupe
1598,CUS4180,26,Single,4,Idaho,100000,20-40,LD,S550 4MATIC Sedan
1599,CUS4187,40,Single,2,Iowa,220000,40-60,LD,AMG SL65 Roadster
1600,CUS4188,61,Single,3,Maryland,110000,>60,LD,AMG GLC63 S Coupe
1601,CUS4191,33,Married,6,Maryland,50000,20-40,LD,GLE 350e 4MATIC SUV
1602,CUS4192,27,Single,5,New York,90000,20-40,LD,GLS550 SUV
1603,CUS4197,45,Married,5,Texas,30000,40-60,LD,GLA 4MATIC SUV
1604,CUS4201,45,Married,6,Ohio,90000,40-60,LD,GLS550 SUV
1605,CUS4202,32,Married,4,Delaware,170000,20-40,CD,S600 Sedan
1606,CUS4205,43,Single,2,Mississippi,150000,40-60,LD,AMG SL63Roadster
1607,CUS4206,24,Married,3,Virginia,160000,20-40,LD,AMG S63 Coupe
1608,CUS4207,47,Married,6,North Dakota,140000,40-60,LD,AMG G63 SUV
1609,CUS4208,65,Married,6,Texas,140000,>60,LD,AMG G63 SUV
1610,CUS4213,55,Single,4,Wisconsin,100000,40-60,LD,S550 4MATIC Sedan
1611,CUS4216,20,Single,3,Washington,30000,20-40,LD,CLA250 4MATIC Coupe
1612,CUS4218,45,Single,4,Washington,190000,40-60,LD,Mercedes-Maybach S600 Sedan
1613,CUS4223,39,Single,2,South Carolina,60000,20-40,LD,AMG SLC43 Roadster
1614,CUS4225,37,Married,6,Ohio,30000,20-40,LD,GLA 4MATIC SUV
1615,CUS4231,26,Single,4,District of Columbia,170000,20-40,CD,S600 Sedan
1616,CUS4234,27,Married,3,Puerto Rico,120000,20-40,LD,S550 4MATIC Coupe
1617,CUS4238,49,Married,5,Alaska,100000,40-60,CD,AMG GLE63 SUV
1618,CUS4241,37,Single,6,Nebraska,140000,20-40,LD,AMG G63 SUV
1619,CUS4246,25,Single,3,Illinois,50000,20-40,LD,GLC300 4MATIC Coupe
1620,CUS4250,38,Single,3,New Jersey,160000,20-40,LD,AMG S63 Coupe
1621,CUS4253,47,Single,6,Iowa,220000,40-60,LD,AMG G65 SUV
1622,CUS4260,41,Single,5,Nebraska,50000,40-60,LD,GLE 350e 4MATIC SUV
1623,CUS4261,20,Single,3,Puerto Rico,50000,20-40,LD,GLC300 4MATIC Coupe
1624,CUS4262,28,Married,3,Michigan,30000,20-40,LD,CLA250 4MATIC Coupe
1625,CUS4271,65,Single,4,Northern Mariana Islands,70000,>60,LD,AMG E43 Sedan
1626,CUS4272,21,Married,4,Puerto Rico,190000,20-40,LD,Mercedes-Maybach S600 Sedan
1627,CUS4273,56,Married,3,North Dakota,120000,40-60,LD,S550 4MATIC Coupe
1628,CUS4278,53,Married,3,Oklahoma,240000,40-60,LD,AMG S65 Coupe
1629,CUS4279,54,Single,2,Oklahoma,50000,40-60,LD,SLC 300 Roadster
1630,CUS4280,51,Single,3,Maine,240000,40-60,LD,AMG S65 Coupe
1631,CUS4284,48,Single,6,Arizona,100000,40-60,CD,AMG GLE63 SUV
